array length;array id;Sort type;start time;comparisons;swaps;end time;duration (milliseconds)
250000;101;QuickSort;Sat Sep 23 21:58:13 BRT 2023;5353067;166801;Sat Sep 23 21:58:13 BRT 2023;16.0
250000;102;MergeSort;Sat Sep 23 21:58:13 BRT 2023;4168213;2069855;Sat Sep 23 21:58:14 BRT 2023;24.0
250000;102;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5392000;166716;Sat Sep 23 21:58:14 BRT 2023;17.0
250000;103;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168712;2069832;Sat Sep 23 21:58:14 BRT 2023;25.0
250000;103;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5422121;166536;Sat Sep 23 21:58:14 BRT 2023;17.0
250000;104;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168673;2069335;Sat Sep 23 21:58:14 BRT 2023;25.0
250000;104;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5501342;166487;Sat Sep 23 21:58:14 BRT 2023;15.0
250000;105;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168455;2069363;Sat Sep 23 21:58:14 BRT 2023;24.0
250000;105;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5345581;166746;Sat Sep 23 21:58:14 BRT 2023;16.0
250000;106;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168320;2070058;Sat Sep 23 21:58:14 BRT 2023;25.0
250000;106;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5681375;166786;Sat Sep 23 21:58:14 BRT 2023;16.0
250000;107;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168882;2069754;Sat Sep 23 21:58:14 BRT 2023;24.0
250000;107;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5841459;166667;Sat Sep 23 21:58:14 BRT 2023;16.0
250000;108;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168739;2069811;Sat Sep 23 21:58:14 BRT 2023;24.0
250000;108;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5524281;166883;Sat Sep 23 21:58:14 BRT 2023;16.0
250000;109;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168754;2070166;Sat Sep 23 21:58:14 BRT 2023;24.0
250000;109;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5379871;166938;Sat Sep 23 21:58:14 BRT 2023;16.0
250000;110;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168332;2069545;Sat Sep 23 21:58:14 BRT 2023;24.0
250000;110;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5421885;166760;Sat Sep 23 21:58:14 BRT 2023;16.0
250000;111;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168669;2069753;Sat Sep 23 21:58:14 BRT 2023;24.0
250000;111;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5258332;166584;Sat Sep 23 21:58:14 BRT 2023;16.0
250000;112;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168815;2069993;Sat Sep 23 21:58:14 BRT 2023;25.0
250000;112;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5490057;166910;Sat Sep 23 21:58:14 BRT 2023;16.0
250000;113;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168937;2070408;Sat Sep 23 21:58:14 BRT 2023;26.0
250000;113;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5829021;166718;Sat Sep 23 21:58:14 BRT 2023;15.0
250000;114;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168362;2069411;Sat Sep 23 21:58:14 BRT 2023;24.0
250000;114;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5482758;166643;Sat Sep 23 21:58:14 BRT 2023;16.0
250000;115;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168788;2069271;Sat Sep 23 21:58:14 BRT 2023;24.0
250000;115;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5387363;166662;Sat Sep 23 21:58:14 BRT 2023;16.0
250000;116;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4169103;2069890;Sat Sep 23 21:58:14 BRT 2023;26.0
250000;116;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5434405;166630;Sat Sep 23 21:58:14 BRT 2023;16.0
250000;117;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168509;2069318;Sat Sep 23 21:58:14 BRT 2023;24.0
250000;117;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5378663;166790;Sat Sep 23 21:58:14 BRT 2023;16.0
250000;118;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168967;2069617;Sat Sep 23 21:58:14 BRT 2023;27.0
250000;118;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5392767;166772;Sat Sep 23 21:58:14 BRT 2023;19.0
250000;119;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4169027;2070728;Sat Sep 23 21:58:14 BRT 2023;28.0
250000;119;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5638907;166835;Sat Sep 23 21:58:14 BRT 2023;22.0
250000;120;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168313;2069085;Sat Sep 23 21:58:14 BRT 2023;28.0
250000;120;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5659996;166805;Sat Sep 23 21:58:14 BRT 2023;18.0
250000;121;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168258;2070330;Sat Sep 23 21:58:14 BRT 2023;31.0
250000;121;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5968645;166549;Sat Sep 23 21:58:14 BRT 2023;21.0
250000;122;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168288;2070112;Sat Sep 23 21:58:14 BRT 2023;29.0
250000;122;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5636875;166604;Sat Sep 23 21:58:14 BRT 2023;16.0
250000;123;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168672;2069040;Sat Sep 23 21:58:14 BRT 2023;25.0
250000;123;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5820041;166750;Sat Sep 23 21:58:14 BRT 2023;17.0
250000;124;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168488;2070177;Sat Sep 23 21:58:14 BRT 2023;25.0
250000;124;QuickSort;Sat Sep 23 21:58:14 BRT 2023;5610964;166762;Sat Sep 23 21:58:14 BRT 2023;16.0
250000;125;MergeSort;Sat Sep 23 21:58:14 BRT 2023;4168409;2070112;Sat Sep 23 21:58:15 BRT 2023;24.0
250000;125;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5492627;166803;Sat Sep 23 21:58:15 BRT 2023;15.0
250000;126;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168237;2070257;Sat Sep 23 21:58:15 BRT 2023;27.0
250000;126;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5450296;166511;Sat Sep 23 21:58:15 BRT 2023;15.0
250000;127;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168986;2069730;Sat Sep 23 21:58:15 BRT 2023;25.0
250000;127;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5323526;166714;Sat Sep 23 21:58:15 BRT 2023;15.0
250000;128;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168052;2069484;Sat Sep 23 21:58:15 BRT 2023;24.0
250000;128;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5565675;166706;Sat Sep 23 21:58:15 BRT 2023;17.0
250000;129;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168776;2069720;Sat Sep 23 21:58:15 BRT 2023;24.0
250000;129;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5580983;166794;Sat Sep 23 21:58:15 BRT 2023;16.0
250000;130;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168913;2069813;Sat Sep 23 21:58:15 BRT 2023;24.0
250000;130;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5460310;166692;Sat Sep 23 21:58:15 BRT 2023;16.0
250000;131;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168386;2069784;Sat Sep 23 21:58:15 BRT 2023;24.0
250000;131;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5589171;166399;Sat Sep 23 21:58:15 BRT 2023;16.0
250000;132;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168584;2070168;Sat Sep 23 21:58:15 BRT 2023;24.0
250000;132;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5888079;166866;Sat Sep 23 21:58:15 BRT 2023;16.0
250000;133;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168534;2070266;Sat Sep 23 21:58:15 BRT 2023;24.0
250000;133;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5584853;166806;Sat Sep 23 21:58:15 BRT 2023;16.0
250000;134;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168266;2069223;Sat Sep 23 21:58:15 BRT 2023;23.0
250000;134;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5528229;166755;Sat Sep 23 21:58:15 BRT 2023;16.0
250000;135;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168375;2069206;Sat Sep 23 21:58:15 BRT 2023;26.0
250000;135;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5531642;166714;Sat Sep 23 21:58:15 BRT 2023;16.0
250000;136;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168442;2069929;Sat Sep 23 21:58:15 BRT 2023;25.0
250000;136;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5399906;166753;Sat Sep 23 21:58:15 BRT 2023;16.0
250000;137;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4167934;2069451;Sat Sep 23 21:58:15 BRT 2023;25.0
250000;137;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5632670;166662;Sat Sep 23 21:58:15 BRT 2023;15.0
250000;138;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168571;2069966;Sat Sep 23 21:58:15 BRT 2023;25.0
250000;138;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5466441;166731;Sat Sep 23 21:58:15 BRT 2023;15.0
250000;139;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168967;2070056;Sat Sep 23 21:58:15 BRT 2023;25.0
250000;139;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5715642;166575;Sat Sep 23 21:58:15 BRT 2023;15.0
250000;140;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168409;2069968;Sat Sep 23 21:58:15 BRT 2023;26.0
250000;140;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5405486;166700;Sat Sep 23 21:58:15 BRT 2023;16.0
250000;141;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168726;2069744;Sat Sep 23 21:58:15 BRT 2023;24.0
250000;141;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5558669;166615;Sat Sep 23 21:58:15 BRT 2023;16.0
250000;142;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168755;2070134;Sat Sep 23 21:58:15 BRT 2023;24.0
250000;142;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5468995;166801;Sat Sep 23 21:58:15 BRT 2023;16.0
250000;143;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168704;2069244;Sat Sep 23 21:58:15 BRT 2023;23.0
250000;143;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5645073;166745;Sat Sep 23 21:58:15 BRT 2023;16.0
250000;144;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168482;2069895;Sat Sep 23 21:58:15 BRT 2023;24.0
250000;144;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5473118;166639;Sat Sep 23 21:58:15 BRT 2023;15.0
250000;145;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168547;2069904;Sat Sep 23 21:58:15 BRT 2023;23.0
250000;145;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5476405;166672;Sat Sep 23 21:58:15 BRT 2023;16.0
250000;146;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4169311;2070231;Sat Sep 23 21:58:15 BRT 2023;24.0
250000;146;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5527759;166620;Sat Sep 23 21:58:15 BRT 2023;16.0
250000;147;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168054;2069341;Sat Sep 23 21:58:15 BRT 2023;25.0
250000;147;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5329473;166736;Sat Sep 23 21:58:15 BRT 2023;17.0
250000;148;MergeSort;Sat Sep 23 21:58:15 BRT 2023;4168575;2070295;Sat Sep 23 21:58:15 BRT 2023;23.0
250000;148;QuickSort;Sat Sep 23 21:58:15 BRT 2023;5335181;166863;Sat Sep 23 21:58:15 BRT 2023;16.0
250000;149;MergeSort;Sat Sep 23 21:58:16 BRT 2023;4168720;2070118;Sat Sep 23 21:58:16 BRT 2023;26.0
250000;149;QuickSort;Sat Sep 23 21:58:16 BRT 2023;5720358;166899;Sat Sep 23 21:58:16 BRT 2023;17.0
375000;150;MergeSort;Sat Sep 23 21:58:16 BRT 2023;6477316;3199670;Sat Sep 23 21:58:16 BRT 2023;39.0
375000;150;QuickSort;Sat Sep 23 21:58:16 BRT 2023;8517069;250325;Sat Sep 23 21:58:16 BRT 2023;24.0
375000;151;MergeSort;Sat Sep 23 21:58:16 BRT 2023;6477869;3199937;Sat Sep 23 21:58:16 BRT 2023;38.0
375000;151;QuickSort;Sat Sep 23 21:58:16 BRT 2023;8747942;249957;Sat Sep 23 21:58:16 BRT 2023;24.0
375000;152;MergeSort;Sat Sep 23 21:58:16 BRT 2023;6477583;3199499;Sat Sep 23 21:58:16 BRT 2023;37.0
375000;152;QuickSort;Sat Sep 23 21:58:16 BRT 2023;8493717;250054;Sat Sep 23 21:58:16 BRT 2023;24.0
375000;153;MergeSort;Sat Sep 23 21:58:16 BRT 2023;6477683;3199517;Sat Sep 23 21:58:16 BRT 2023;37.0
375000;153;QuickSort;Sat Sep 23 21:58:16 BRT 2023;8494563;250208;Sat Sep 23 21:58:16 BRT 2023;25.0
375000;154;MergeSort;Sat Sep 23 21:58:16 BRT 2023;6477521;3199308;Sat Sep 23 21:58:16 BRT 2023;39.0
375000;154;QuickSort;Sat Sep 23 21:58:16 BRT 2023;8607852;250332;Sat Sep 23 21:58:16 BRT 2023;25.0
375000;155;MergeSort;Sat Sep 23 21:58:16 BRT 2023;6477807;3201006;Sat Sep 23 21:58:16 BRT 2023;47.0
375000;155;QuickSort;Sat Sep 23 21:58:16 BRT 2023;8658511;250158;Sat Sep 23 21:58:16 BRT 2023;25.0
375000;156;MergeSort;Sat Sep 23 21:58:16 BRT 2023;6477851;3199419;Sat Sep 23 21:58:16 BRT 2023;46.0
375000;156;QuickSort;Sat Sep 23 21:58:16 BRT 2023;8417993;250287;Sat Sep 23 21:58:16 BRT 2023;25.0
375000;157;MergeSort;Sat Sep 23 21:58:16 BRT 2023;6477482;3200475;Sat Sep 23 21:58:16 BRT 2023;47.0
375000;157;QuickSort;Sat Sep 23 21:58:16 BRT 2023;8244943;250067;Sat Sep 23 21:58:16 BRT 2023;24.0
375000;158;MergeSort;Sat Sep 23 21:58:16 BRT 2023;6477403;3199029;Sat Sep 23 21:58:16 BRT 2023;45.0
375000;158;QuickSort;Sat Sep 23 21:58:16 BRT 2023;8468529;250275;Sat Sep 23 21:58:16 BRT 2023;25.0
375000;159;MergeSort;Sat Sep 23 21:58:16 BRT 2023;6476972;3200572;Sat Sep 23 21:58:16 BRT 2023;45.0
375000;159;QuickSort;Sat Sep 23 21:58:16 BRT 2023;8611225;249992;Sat Sep 23 21:58:16 BRT 2023;24.0
375000;160;MergeSort;Sat Sep 23 21:58:16 BRT 2023;6477584;3200008;Sat Sep 23 21:58:16 BRT 2023;46.0
375000;160;QuickSort;Sat Sep 23 21:58:16 BRT 2023;8306307;250144;Sat Sep 23 21:58:16 BRT 2023;23.0
375000;161;MergeSort;Sat Sep 23 21:58:16 BRT 2023;6477744;3200583;Sat Sep 23 21:58:16 BRT 2023;46.0
375000;161;QuickSort;Sat Sep 23 21:58:16 BRT 2023;8635989;250241;Sat Sep 23 21:58:16 BRT 2023;25.0
375000;162;MergeSort;Sat Sep 23 21:58:16 BRT 2023;6477604;3199758;Sat Sep 23 21:58:16 BRT 2023;52.0
375000;162;QuickSort;Sat Sep 23 21:58:16 BRT 2023;8568397;250065;Sat Sep 23 21:58:16 BRT 2023;26.0
375000;163;MergeSort;Sat Sep 23 21:58:16 BRT 2023;6477359;3199328;Sat Sep 23 21:58:17 BRT 2023;57.0
375000;163;QuickSort;Sat Sep 23 21:58:17 BRT 2023;8864147;250060;Sat Sep 23 21:58:17 BRT 2023;27.0
375000;164;MergeSort;Sat Sep 23 21:58:17 BRT 2023;6477891;3199741;Sat Sep 23 21:58:17 BRT 2023;51.0
375000;164;QuickSort;Sat Sep 23 21:58:17 BRT 2023;8273542;250265;Sat Sep 23 21:58:17 BRT 2023;23.0
375000;165;MergeSort;Sat Sep 23 21:58:17 BRT 2023;6478174;3200261;Sat Sep 23 21:58:17 BRT 2023;50.0
375000;165;QuickSort;Sat Sep 23 21:58:17 BRT 2023;8903207;250235;Sat Sep 23 21:58:17 BRT 2023;25.0
375000;166;MergeSort;Sat Sep 23 21:58:17 BRT 2023;6477202;3199363;Sat Sep 23 21:58:17 BRT 2023;48.0
375000;166;QuickSort;Sat Sep 23 21:58:17 BRT 2023;8743694;250025;Sat Sep 23 21:58:17 BRT 2023;25.0
375000;167;MergeSort;Sat Sep 23 21:58:17 BRT 2023;6477498;3200265;Sat Sep 23 21:58:17 BRT 2023;49.0
375000;167;QuickSort;Sat Sep 23 21:58:17 BRT 2023;8256123;250114;Sat Sep 23 21:58:17 BRT 2023;24.0
375000;168;MergeSort;Sat Sep 23 21:58:17 BRT 2023;6477856;3199655;Sat Sep 23 21:58:17 BRT 2023;51.0
375000;168;QuickSort;Sat Sep 23 21:58:17 BRT 2023;8400318;249934;Sat Sep 23 21:58:17 BRT 2023;24.0
375000;169;MergeSort;Sat Sep 23 21:58:17 BRT 2023;6477662;3200693;Sat Sep 23 21:58:17 BRT 2023;48.0
375000;169;QuickSort;Sat Sep 23 21:58:17 BRT 2023;8443890;250309;Sat Sep 23 21:58:17 BRT 2023;25.0
375000;170;MergeSort;Sat Sep 23 21:58:17 BRT 2023;6477795;3200575;Sat Sep 23 21:58:17 BRT 2023;47.0
375000;170;QuickSort;Sat Sep 23 21:58:17 BRT 2023;8770799;249900;Sat Sep 23 21:58:17 BRT 2023;25.0
375000;171;MergeSort;Sat Sep 23 21:58:17 BRT 2023;6478002;3200098;Sat Sep 23 21:58:17 BRT 2023;48.0
375000;171;QuickSort;Sat Sep 23 21:58:17 BRT 2023;8671370;249933;Sat Sep 23 21:58:17 BRT 2023;24.0
375000;172;MergeSort;Sat Sep 23 21:58:17 BRT 2023;6477057;3200531;Sat Sep 23 21:58:17 BRT 2023;48.0
375000;172;QuickSort;Sat Sep 23 21:58:17 BRT 2023;8320545;250138;Sat Sep 23 21:58:17 BRT 2023;25.0
375000;173;MergeSort;Sat Sep 23 21:58:17 BRT 2023;6477918;3199368;Sat Sep 23 21:58:17 BRT 2023;48.0
375000;173;QuickSort;Sat Sep 23 21:58:17 BRT 2023;8229498;250065;Sat Sep 23 21:58:17 BRT 2023;25.0
375000;174;MergeSort;Sat Sep 23 21:58:17 BRT 2023;6477769;3199589;Sat Sep 23 21:58:17 BRT 2023;51.0
375000;174;QuickSort;Sat Sep 23 21:58:17 BRT 2023;8577315;250114;Sat Sep 23 21:58:17 BRT 2023;27.0
375000;175;MergeSort;Sat Sep 23 21:58:17 BRT 2023;6477557;3199593;Sat Sep 23 21:58:17 BRT 2023;48.0
375000;175;QuickSort;Sat Sep 23 21:58:17 BRT 2023;8773818;250178;Sat Sep 23 21:58:17 BRT 2023;25.0
375000;176;MergeSort;Sat Sep 23 21:58:17 BRT 2023;6477431;3200116;Sat Sep 23 21:58:18 BRT 2023;52.0
375000;176;QuickSort;Sat Sep 23 21:58:18 BRT 2023;8812799;250120;Sat Sep 23 21:58:18 BRT 2023;25.0
375000;177;MergeSort;Sat Sep 23 21:58:18 BRT 2023;6477456;3200200;Sat Sep 23 21:58:18 BRT 2023;51.0
375000;177;QuickSort;Sat Sep 23 21:58:18 BRT 2023;9294614;250168;Sat Sep 23 21:58:18 BRT 2023;26.0
375000;178;MergeSort;Sat Sep 23 21:58:18 BRT 2023;6477509;3199270;Sat Sep 23 21:58:18 BRT 2023;51.0
375000;178;QuickSort;Sat Sep 23 21:58:18 BRT 2023;8519928;250036;Sat Sep 23 21:58:18 BRT 2023;26.0
375000;179;MergeSort;Sat Sep 23 21:58:18 BRT 2023;6477594;3199406;Sat Sep 23 21:58:18 BRT 2023;49.0
375000;179;QuickSort;Sat Sep 23 21:58:18 BRT 2023;8712683;250083;Sat Sep 23 21:58:18 BRT 2023;25.0
375000;180;MergeSort;Sat Sep 23 21:58:18 BRT 2023;6477585;3199914;Sat Sep 23 21:58:18 BRT 2023;49.0
375000;180;QuickSort;Sat Sep 23 21:58:18 BRT 2023;8597398;249921;Sat Sep 23 21:58:18 BRT 2023;25.0
375000;181;MergeSort;Sat Sep 23 21:58:18 BRT 2023;6477721;3200178;Sat Sep 23 21:58:18 BRT 2023;50.0
375000;181;QuickSort;Sat Sep 23 21:58:18 BRT 2023;7965814;249930;Sat Sep 23 21:58:18 BRT 2023;25.0
375000;182;MergeSort;Sat Sep 23 21:58:18 BRT 2023;6478349;3199600;Sat Sep 23 21:58:18 BRT 2023;47.0
375000;182;QuickSort;Sat Sep 23 21:58:18 BRT 2023;8338396;250264;Sat Sep 23 21:58:18 BRT 2023;25.0
375000;183;MergeSort;Sat Sep 23 21:58:18 BRT 2023;6477717;3199840;Sat Sep 23 21:58:18 BRT 2023;48.0
375000;183;QuickSort;Sat Sep 23 21:58:18 BRT 2023;8259738;249995;Sat Sep 23 21:58:18 BRT 2023;25.0
375000;184;MergeSort;Sat Sep 23 21:58:18 BRT 2023;6477872;3199001;Sat Sep 23 21:58:18 BRT 2023;49.0
375000;184;QuickSort;Sat Sep 23 21:58:18 BRT 2023;8720452;250073;Sat Sep 23 21:58:18 BRT 2023;27.0
375000;185;MergeSort;Sat Sep 23 21:58:18 BRT 2023;6477418;3199265;Sat Sep 23 21:58:18 BRT 2023;49.0
375000;185;QuickSort;Sat Sep 23 21:58:18 BRT 2023;8790270;250061;Sat Sep 23 21:58:18 BRT 2023;26.0
375000;186;MergeSort;Sat Sep 23 21:58:18 BRT 2023;6477661;3199916;Sat Sep 23 21:58:18 BRT 2023;46.0
375000;186;QuickSort;Sat Sep 23 21:58:18 BRT 2023;8478252;250131;Sat Sep 23 21:58:18 BRT 2023;32.0
375000;187;MergeSort;Sat Sep 23 21:58:18 BRT 2023;6477553;3200055;Sat Sep 23 21:58:18 BRT 2023;51.0
375000;187;QuickSort;Sat Sep 23 21:58:18 BRT 2023;8599161;250098;Sat Sep 23 21:58:18 BRT 2023;31.0
375000;188;MergeSort;Sat Sep 23 21:58:18 BRT 2023;6478124;3199448;Sat Sep 23 21:58:18 BRT 2023;46.0
375000;188;QuickSort;Sat Sep 23 21:58:18 BRT 2023;8778654;250152;Sat Sep 23 21:58:18 BRT 2023;25.0
375000;189;MergeSort;Sat Sep 23 21:58:18 BRT 2023;6477311;3199312;Sat Sep 23 21:58:18 BRT 2023;38.0
375000;189;QuickSort;Sat Sep 23 21:58:18 BRT 2023;8495355;250080;Sat Sep 23 21:58:19 BRT 2023;24.0
375000;190;MergeSort;Sat Sep 23 21:58:19 BRT 2023;6477317;3199726;Sat Sep 23 21:58:19 BRT 2023;40.0
375000;190;QuickSort;Sat Sep 23 21:58:19 BRT 2023;8294192;250123;Sat Sep 23 21:58:19 BRT 2023;26.0
375000;191;MergeSort;Sat Sep 23 21:58:19 BRT 2023;6477603;3200030;Sat Sep 23 21:58:19 BRT 2023;38.0
375000;191;QuickSort;Sat Sep 23 21:58:19 BRT 2023;8515382;249991;Sat Sep 23 21:58:19 BRT 2023;24.0
375000;192;MergeSort;Sat Sep 23 21:58:19 BRT 2023;6477829;3199893;Sat Sep 23 21:58:19 BRT 2023;38.0
375000;192;QuickSort;Sat Sep 23 21:58:19 BRT 2023;9462086;250208;Sat Sep 23 21:58:19 BRT 2023;25.0
375000;193;MergeSort;Sat Sep 23 21:58:19 BRT 2023;6477339;3199843;Sat Sep 23 21:58:19 BRT 2023;39.0
375000;193;QuickSort;Sat Sep 23 21:58:19 BRT 2023;8529497;250261;Sat Sep 23 21:58:19 BRT 2023;23.0
375000;194;MergeSort;Sat Sep 23 21:58:19 BRT 2023;6476873;3199404;Sat Sep 23 21:58:19 BRT 2023;40.0
375000;194;QuickSort;Sat Sep 23 21:58:19 BRT 2023;8805610;250070;Sat Sep 23 21:58:19 BRT 2023;26.0
375000;195;MergeSort;Sat Sep 23 21:58:19 BRT 2023;6477630;3199443;Sat Sep 23 21:58:19 BRT 2023;38.0
375000;195;QuickSort;Sat Sep 23 21:58:19 BRT 2023;8949653;250347;Sat Sep 23 21:58:19 BRT 2023;25.0
375000;196;MergeSort;Sat Sep 23 21:58:19 BRT 2023;6477314;3199511;Sat Sep 23 21:58:19 BRT 2023;38.0
375000;196;QuickSort;Sat Sep 23 21:58:19 BRT 2023;8467067;250362;Sat Sep 23 21:58:19 BRT 2023;25.0
375000;197;MergeSort;Sat Sep 23 21:58:19 BRT 2023;6477664;3199753;Sat Sep 23 21:58:19 BRT 2023;38.0
375000;197;QuickSort;Sat Sep 23 21:58:19 BRT 2023;8751427;250059;Sat Sep 23 21:58:19 BRT 2023;24.0
375000;198;MergeSort;Sat Sep 23 21:58:19 BRT 2023;6477836;3199803;Sat Sep 23 21:58:19 BRT 2023;40.0
375000;198;QuickSort;Sat Sep 23 21:58:19 BRT 2023;8487964;250147;Sat Sep 23 21:58:19 BRT 2023;25.0
375000;199;MergeSort;Sat Sep 23 21:58:19 BRT 2023;6477962;3199772;Sat Sep 23 21:58:19 BRT 2023;39.0
375000;199;QuickSort;Sat Sep 23 21:58:19 BRT 2023;8246318;249998;Sat Sep 23 21:58:19 BRT 2023;25.0
1000000;200;MergeSort;Sat Sep 23 21:58:19 BRT 2023;18673336;9278392;Sat Sep 23 21:58:19 BRT 2023;118.0
1000000;200;QuickSort;Sat Sep 23 21:58:19 BRT 2023;24448301;668900;Sat Sep 23 21:58:19 BRT 2023;78.0
1000000;201;MergeSort;Sat Sep 23 21:58:19 BRT 2023;18673920;9278693;Sat Sep 23 21:58:19 BRT 2023;110.0
1000000;201;QuickSort;Sat Sep 23 21:58:19 BRT 2023;24182752;668993;Sat Sep 23 21:58:20 BRT 2023;70.0
1000000;202;MergeSort;Sat Sep 23 21:58:20 BRT 2023;18674300;9278770;Sat Sep 23 21:58:20 BRT 2023;111.0
1000000;202;QuickSort;Sat Sep 23 21:58:20 BRT 2023;24710740;669132;Sat Sep 23 21:58:20 BRT 2023;73.0
1000000;203;MergeSort;Sat Sep 23 21:58:20 BRT 2023;18674544;9278807;Sat Sep 23 21:58:20 BRT 2023;108.0
1000000;203;QuickSort;Sat Sep 23 21:58:20 BRT 2023;24497625;668929;Sat Sep 23 21:58:20 BRT 2023;70.0
1000000;204;MergeSort;Sat Sep 23 21:58:20 BRT 2023;18673950;9279274;Sat Sep 23 21:58:20 BRT 2023;107.0
1000000;204;QuickSort;Sat Sep 23 21:58:20 BRT 2023;24541119;669091;Sat Sep 23 21:58:20 BRT 2023;69.0
1000000;205;MergeSort;Sat Sep 23 21:58:20 BRT 2023;18674759;9280111;Sat Sep 23 21:58:20 BRT 2023;111.0
1000000;205;QuickSort;Sat Sep 23 21:58:20 BRT 2023;24044455;669005;Sat Sep 23 21:58:20 BRT 2023;72.0
